# One stroke drawn by hand on a Wacom DTH246, 13 Sep 2026, through Scribble.Qt forced to
# WM_POINTER with --pointer (QInputEvent::timestamp). Qt's own pen stack, not WinPenKit.
#
# The one backend whose injection figure survived contact with hardware: 15.6ms, and no
# better. Across 809 gaps the smallest is 15000us -- 504 of 16000us, 303 of 15000us, one
# 31000 and one 32000. Nothing finer occurs at all.
#
# Worth knowing before reading a statistic off this file: the greatest common divisor of
# the gaps is 1000us, and that number means nothing here. gcd(15000, 16000) is 1000, so
# alternating between the two ticks of a 15.625ms timer produces it arithmetically. On
# the WM_POINTER and WinUI recordings a gcd of 1us was evidence because gaps that small
# actually occurred; here no gap under 15ms exists. A gcd is evidence of resolution only
# when the minimum gap is near it.
#
# 2280 points, 810 distinct timestamps, 2 to 5 points sharing each -- but not for WPF's
# reason. QTabletEvent is a QSinglePointEvent and this sample records one point per event,
# so all 2280 are separate events; the values repeat because the clock advances on the
# timer tick while the tablet reports at 180 Hz. WPF has a fine clock and coarse delivery,
# Qt the reverse.
# 2280 points across 12.672s is 179.9 Hz.
#
# Pen stroke recorded from a live session, in desktop pixels.
# Source: Qt WM_Pointer
# MaxPressure: 1024
# Captured: 2280 points
# Timestamp: SystemTicks
desktopX,desktopY,pressure,timeUs
3844.798807595223,4140.095884938075,1,0
3844.798807595223,4140.095884938075,1,0
3844.798807595223,4140.095884938075,1,0
3844.798807595223,4140.095884938075,3,16000
3844.798807595223,4140.095884938075,7,16000
3847.1135421768454,4140.8150219736317,8,31000
3847.5475549108987,4140.934878146224,9,31000
3847.9815676449534,4141.1745904914105,10,31000
3848.2709094676561,4141.2944466640029,11,47000
3848.7049222017104,4141.4143028365961,12,47000
3848.9942640244126,4141.5341590091894,12,47000
3849.4282767584677,4141.6540151817817,13,47000
3849.8622894925215,4141.8937275269682,14,47000
3850.1516313152242,4142.1334398721538,15,62000
3850.5856440492789,4142.2532960447461,17,62000
3851.0196567833332,4142.3731522173393,18,62000
3851.3089986060349,4142.6128645625249,18,94000
3851.7430113400897,4142.7327207351173,18,94000
3852.0323531627923,4142.9724330803037,19,94000
3852.4663658968466,4143.0922892528961,19,94000
3852.9003786309013,4143.2121454254893,19,109000
3853.189720453604,4143.5717139432682,19,109000
3853.6237331876578,4143.6915701158605,19,125000
3853.9130750103604,4143.8114262884537,19,125000
3854.3470877444151,4144.0511386336393,19,125000
3854.6364295671169,4144.1709948062326,19,125000
3854.7811004784694,4144.2908509788258,19,141000
3855.2151132125227,4144.4107071514181,19,141000
3855.7937968579286,4144.6504194966046,20,156000
3855.9384677692801,4144.770275669197,21,156000
3856.2278095919828,4145.0099880143825,21,156000
3856.6618223260375,4145.1298441869758,22,172000
3857.0958350600908,4145.249700359569,23,172000
3857.385176882794,4145.3695565321614,23,187000
3857.8191896168473,4145.4894127047537,24,187000
3858.1085314395514,4145.6092688773469,24,187000
3858.5425441736047,4145.7291250499402,25,187000
3858.976556907659,4145.8489812225325,26,203000
3859.2658987303621,4146.088693567719,27,203000
3859.6999114644163,4146.2085497403114,27,219000
3860.1339241984697,4146.2085497403114,28,219000
3860.4232660211737,4146.3284059129046,29,219000
3860.8572787552271,4146.4482620854978,30,219000
3861.1466205779302,4146.5681182580902,30,234000
3861.5806333119835,4146.6879744306834,30,234000
3862.0146460460387,4146.6879744306834,30,250000
3862.3039878687418,4146.8078306032767,30,250000
3862.7380006027952,4146.8078306032767,31,266000
3863.0273424254983,4146.927686775869,31,266000
3863.4613551595526,4147.0475429484623,31,266000
3863.7506969822552,4147.1673991210546,32,266000
3864.18470971631,4147.4071114662411,33,281000
3864.6187224503633,4147.5269676388334,33,281000
3864.9080642730664,4147.766679984019,33,297000
3865.3420770071198,4147.8865361566122,33,297000
3865.7760897411749,4148.0063923292046,34,297000
3866.3547733865798,4148.2461046743902,34,297000
3866.7887861206345,4148.3659608469834,34,312000
3867.2227988546888,4148.4858170195766,34,312000
3867.6568115887421,4148.7255293647622,35,328000
3868.2354952341484,4148.9652417099478,35,328000
3868.6695079682027,4149.085097882541,36,344000
3869.1035207022569,4149.2049540551343,37,344000
3869.5375334363112,4149.3248102277266,38,344000
3870.2608879930676,4149.444666400319,38,344000
3870.6949007271223,4149.5645225729131,39,359000
3871.2735843725277,4149.6843787455055,40,359000
3871.7075971065815,4150.0439472632834,40,375000
3872.4309516633389,4150.1638034358766,41,375000
3872.8649643973931,4150.4035157810622,42,375000
3873.2989771314474,4150.5233719536554,42,375000
3874.0223316882038,4150.6432281262487,43,391000
3874.4563444222586,4150.8829404714343,44,391000
3875.0350280676639,4151.1226528166198,44,406000
3875.4690408017177,4151.4822213343987,45,406000
3876.1923953584751,4151.6020775069919,46,406000
3876.6264080925293,4151.8417898521775,46,406000
3877.3497626492867,4151.9616460247707,47,422000
3877.7837753833401,4152.2013583699554,48,422000
3878.5071299400965,4152.4410707151419,48,437000
3878.9411426741508,4152.6807830603275,49,437000
3879.6644972309082,4152.9204954055131,49,437000
3880.0985099649624,4153.1602077506986,50,453000
3880.8218645217194,4153.2800639232919,51,453000
3881.5452190784763,4153.3999200958851,51,469000
3882.2685736352328,4153.6396324410707,52,469000
3882.7025863692879,4153.8793447862563,53,469000
3883.4259409260444,4154.1190571314428,53,469000
3884.1492954828018,4154.2389133040351,54,484000
3884.8726500395592,4154.4786256492207,54,484000
3885.4513336849641,4154.5984818218139,55,500000
3886.1746882417215,4154.7183379944072,55,500000
3886.8980427984779,4154.9580503395919,55,516000
3887.3320555325322,4155.0779065121851,55,516000
3888.0554100892896,4155.3176188573707,55,516000
3889.0681064687487,4155.5573312025572,56,516000
3889.5021192028034,4155.6771873751495,56,531000
3890.2254737595595,4155.7970435477428,56,531000
3890.9488283163168,4155.916899720336,57,547000
3891.6721828730733,4156.1566120655216,57,547000
3892.2508665184791,4156.3963244107072,58,562000
3892.9742210752365,4156.5161805833004,58,562000
3893.5529047206414,4156.7558929284851,59,562000
3894.1315883660473,4156.8757491010792,60,562000
3894.8549429228037,4156.9956052736716,61,578000
3895.5782974795611,4157.2353176188572,61,578000
3896.3016520363185,4157.3551737914504,62,594000
3897.0250065930759,4157.4750299640427,62,594000
3897.7483611498319,4157.7147423092283,62,594000
3898.4717157065893,4157.9544546544148,63,594000
3899.0503993519951,4158.1941669996004,63,609000
3899.7737539087516,4158.3140231721936,63,609000
3900.497108465509,4158.5537355173792,63,625000
3901.2204630222664,4158.5537355173792,63,625000
3901.9438175790228,4158.7934478625648,64,625000
3902.6671721357798,4158.9133040351571,64,625000
3903.1011848698345,4159.0331602077513,65,641000
3903.8245394265909,4159.272872552936,65,641000
3904.5478939833483,4159.3927287255292,65,656000
3904.9819067174026,4159.5125848981215,66,656000
3905.7052612741591,4159.752297243308,67,656000
3906.4286158309155,4159.8721534159004,67,672000
3907.0072994763214,4159.8721534159004,68,672000
3907.7306540330783,4159.9920095884936,68,672000
3908.7433504125379,4160.2317219336792,69,672000
3909.4667049692953,4160.2317219336792,70,687000
3910.1900595260518,4160.3515781062724,70,687000
3910.7687431714576,4160.591290451458,70,703000
3911.7814395509167,4160.7111466240513,71,703000
3912.5047941076741,4160.8310027966445,71,719000
3913.2281486644315,4160.9508589692368,71,719000
3913.8068323098373,4160.9508589692368,72,719000
3914.5301868665938,4161.1905713144224,73,719000
3915.2535414233507,4161.1905713144224,74,734000
3915.9768959801077,4161.3104274870157,75,734000
3916.7002505368646,4161.4302836596089,76,750000
3917.423605093622,4161.6699960047936,76,750000
3918.1469596503794,4161.7898521773868,77,766000
3918.7256432957843,4162.0295645225724,78,766000
3919.4489978525417,4162.1494206951656,78,766000
3920.1723524092981,4162.3891330403512,79,766000
3920.8957069660555,4162.5089892129445,79,781000
3921.6190615228115,4162.6288453855368,79,781000
3922.3424160795689,4162.8685577307233,80,797000
3922.7764288136232,4162.9884139033156,81,797000
3923.4997833703801,4163.2281262485021,81,797000
3924.223137927137,4163.4678385936877,82,797000
3924.9464924838935,4163.5876947662809,83,812000
3925.3805052179478,4163.8274071114665,83,828000
3926.1038597747051,4163.8274071114665,83,828000
3926.8272143314616,4164.0671194566521,84,828000
3927.4058979768674,4164.3068318018377,84,844000
3928.1292525336239,4164.5465441470233,84,844000
3928.8526070903813,4164.7862564922088,84,844000
3929.2866198244355,4164.9061126648021,84,844000
3930.0099743811929,4165.1458250099877,85,859000
3930.7333289379503,4165.2656811825809,85,859000
3931.1673416720037,4165.5053935277665,85,875000
3931.8906962287601,4165.6252497003597,86,875000
3932.6140507855175,4165.8649620455453,87,875000
3933.3374053422749,4165.9848182181386,87,891000
3934.0607598990318,4166.1046743907309,88,891000
3934.4947726330865,4166.3443867359174,89,891000
3935.218127189843,4166.4642429085097,90,891000
3935.9414817466004,4166.5840990811021,90,906000
3936.6648363033564,4166.7039552536953,91,906000
3937.0988490374111,4167.0635237714741,92,922000
3937.8222035941681,4167.1833799440665,93,922000
3938.545558150925,4167.423092289253,93,937000
