utc,pid,event,handle,result,elapsed_ms,contexts,contexts_bytes,system,system_bytes,detail
2026-09-15T01:58:14.305Z,40108,packet_context_open,0000000000000208,1,0.000,16,4,16,4,"physical_pen_required"
2026-09-15T01:58:14.370Z,40108,packet_window_visible,0000000000310DC0,1,0.000,16,4,16,4,"visible_and_not_minimized"
2026-09-15T01:58:15.885Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=1;cursor=1;x=2853;y=975;pressure=0"
2026-09-15T01:58:15.896Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=2;cursor=1;x=2852;y=974;pressure=0"
2026-09-15T01:58:15.897Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=3;cursor=1;x=2852;y=972;pressure=0"
2026-09-15T01:58:15.901Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=4;cursor=1;x=2851;y=972;pressure=0"
2026-09-15T01:58:15.901Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=5;cursor=1;x=2851;y=969;pressure=0"
2026-09-15T01:58:15.926Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=6;cursor=1;x=2851;y=967;pressure=0"
2026-09-15T01:58:15.926Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=7;cursor=1;x=2850;y=966;pressure=0"
2026-09-15T01:58:15.927Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=8;cursor=1;x=2850;y=965;pressure=0"
2026-09-15T01:58:15.927Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=9;cursor=1;x=2850;y=964;pressure=0"
2026-09-15T01:58:15.927Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=10;cursor=1;x=2850;y=962;pressure=0"
2026-09-15T01:58:15.941Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=11;cursor=1;x=2849;y=961;pressure=0"
2026-09-15T01:58:15.941Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=12;cursor=1;x=2849;y=960;pressure=0"
2026-09-15T01:58:15.941Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=13;cursor=1;x=2849;y=958;pressure=0"
2026-09-15T01:58:15.956Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=14;cursor=1;x=2849;y=957;pressure=0"
2026-09-15T01:58:15.957Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=15;cursor=1;x=2848;y=956;pressure=0"
2026-09-15T01:58:15.958Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=16;cursor=1;x=2848;y=955;pressure=0"
2026-09-15T01:58:15.973Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=17;cursor=1;x=2847;y=953;pressure=0"
2026-09-15T01:58:15.973Z,40108,hardware_packet,0000000000000208,0,0.000,10,4,10,4,"phase=0;serial=18;cursor=1;x=2846;y=952;pressure=0"
